name,title,group,id,layer_definition,popup_info,url,search
NDVI_2019_WGS_84_NDVI_8524,2019 Imagery - NDVI (City),aerials,4d134ce7-dd6e-4d83-b4bd-64083a7bbcbf,"{'id': 'NDVI_2019_WGS_84_NDVI_8524', 'opacity': 1, 'title': '2019 Imagery - NDVI (City)', 'url': 'https://gisserver.grantspassoregon.gov/server/rest/services/Aerials/NDVI_2019_WGS_84_NDVI/MapServer', 'visibility': False, 'layerType': 'ArcGISTiledMapServiceLayer', 'minScale': 0, 'maxScale': 0}",,https://gisserver.grantspassoregon.gov/server/rest/services/Aerials/NDVI_2019_WGS_84_NDVI/MapServer,[]
2019_WGS_84,2019 Imagery (City),aerials,5ae79efa-2881-4b6b-a015-889b64d7facc,"{'id': '2019_WGS_84', 'opacity': 1, 'title': '2019 Imagery (City)', 'url': 'https://gisserver.grantspassoregon.gov/server/rest/services/Aerials/2019_WGS_84/MapServer', 'visibility': False, 'layerType': 'ArcGISTiledMapServiceLayer', 'minScale': 0, 'maxScale': 0}",,https://gisserver.grantspassoregon.gov/server/rest/services/Aerials/2019_WGS_84/MapServer,[]
World_Imagery_9777,2021 Imagery (ESRI),aerials,489f8c17-db9e-44b3-9ed5-1ab639d35fd4,"{'id': 'World_Imagery_9777', 'showLegend': True, 'opacity': 1, 'title': '2021 Imagery (ESRI)', 'url': 'https://services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer', 'visibility': False, 'itemId': '10df2279f9684e4a9f6a7f08febac2a9', 'layerType': 'ArcGISTiledMapServiceLayer'}",,https://services.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer,[]
18d7a77efe2-layer-17,2023 Imagery (City),aerials,bae560cf-cc3c-4ade-b9e5-c9d6c039cffa,"{'id': '18d7a77efe2-layer-17', 'title': '2023 Imagery (City)', 'url': 'https://gisserver.grantspassoregon.gov/server/rest/services/aerial_imagery_2023/MapServer', 'visibility': False, 'layerType': 'ArcGISMapServiceLayer', 'minScale': 288895.277144, 'maxScale': 1128.497176}",,https://gisserver.grantspassoregon.gov/server/rest/services/aerial_imagery_2023/MapServer,[]
boundaries_0,Josephine County Line,boundaries,9044d700-655c-4ea7-b9bc-556683bec416,,"{'popupElements': [{'type': 'fields', 'description': '', 'fieldInfos': [{'fieldName': 'NAME', 'isEditable': True, 'label': 'NAME', 'visible': True}, {'fieldName': 'FIPS', 'isEditable': True, 'label': 'FIPS', 'visible': True}, {'fieldName': 'POP_SQMI', 'format': {'digitSeparator': True, 'places': 2}, 'isEditable': True, 'label': 'POP_SQMI', 'visible': True}, {'fieldName': 'POPULATION', 'format': {'digitSeparator': True, 'places': 0}, 'isEditable': True, 'label': 'POPULATION', 'visible': True}, {'fieldName': 'STATE_NAME', 'isEditable': True, 'label': 'STATE_NAME', 'visible': True}], 'title': ''}], 'fieldInfos': [{'fieldName': 'FID', 'isEditable': True, 'label': 'FID', 'visible': False}, {'fieldName': 'NAME', 'isEditable': True, 'label': 'NAME', 'visible': True}, {'fieldName': 'CreationDate', 'format': {'dateFormat': 'longMonthDayYear', 'digitSeparator': False}, 'isEditable': True, 'label': 'CreationDate', 'visible': False}, {'fieldName': 'Creator', 'isEditable': True, 'label': 'Creator', 'visible': False}, {'fieldName': 'EditDate', 'format': {'dateFormat': 'longMonthDayYear', 'digitSeparator': False}, 'isEditable': True, 'label': 'EditDate', 'visible': False}, {'fieldName': 'Editor', 'isEditable': True, 'label': 'Editor', 'visible': False}, {'fieldName': 'FIPS', 'isEditable': True, 'label': 'FIPS', 'visible': True}, {'fieldName': 'POP_SQMI', 'format': {'digitSeparator': True, 'places': 2}, 'isEditable': True, 'label': 'POP_SQMI', 'visible': True}, {'fieldName': 'POPULATION', 'format': {'digitSeparator': True, 'places': 0}, 'isEditable': True, 'label': 'POPULATION', 'visible': True}, {'fieldName': 'Shape__Area', 'format': {'digitSeparator': True, 'places': 2}, 'isEditable': True, 'label': 'Shape__Area', 'visible': False}, {'fieldName': 'Shape__Length', 'format': {'digitSeparator': True, 'places': 2}, 'isEditable': True, 'label': 'Shape__Length', 'visible': False}, {'fieldName': 'Shape_Leng', 'format': {'digitSeparator': True, 'places': 2}, 'isEditable': True, 'label': 'Shape_Leng', 'visible': False}, {'fieldName': 'STATE_NAME', 'isEditable': True, 'label': 'STATE_NAME', 'visible': True}], 'title': 'Josephine County Line: {NAME}'}",https://services2.arcgis.com/pc4beVTMEhYHqerq/arcgis/rest/services/regulatory_boundaries/FeatureServer/7,[]
boundaries_1,GPID Accounts,boundaries,d985c77d-4855-4f7f-883b-31962ad8620f,"{'drawingInfo': {'labelingInfo': [{'labelExpression': '[AcctNum]', 'labelExpressionInfo': {'expression': '$feature[""AcctNum""]'}, 'labelPlacement': 'esriServerPolygonPlacementAlwaysHorizontal', 'repeatLabel': True, 'symbol': {'type': 'esriTS', 'color': [0, 0, 0, 255], 'font': {'family': 'Arial', 'size': 8.25}, 'horizontalAlignment': 'center', 'kerning': True, 'haloColor': [240, 240, 240, 255], 'haloSize': 1, 'rotated': False, 'text': '', 'verticalAlignment': 'baseline', 'xoffset': 0, 'yoffset': 0, 'angle': 0}}]}}","{'popupElements': [{'type': 'fields', 'description': '', 'fieldInfos': [{'fieldName': 'MAPNUM', 'isEditable': True, 'label': 'MAPNUM', 'visible': True}, {'fieldName': 'AcctNum', 'isEditable': True, 'label': 'AcctNum', 'visible': True}, {'fieldName': 'Acres', 'isEditable': True, 'label': 'Acres', 'visible': True}, {'fieldName': 'EG_ZoneCode', 'isEditable': True, 'label': 'EG_ZoneCode', 'visible': True}, {'fieldName': 'DrainOnlyAcct', 'isEditable': True, 'label': 'DrainOnlyAcct', 'visible': True}, {'fieldName': 'NOTES', 'isEditable': True, 'label': 'NOTES', 'visible': True}, {'fieldName': 'DOC_LINK', 'isEditable': True, 'label': 'DOC_LINK', 'visible': True}], 'title': ''}], 'fieldInfos': [{'fieldName': 'OBJECTID', 'isEditable': True, 'label': 'OBJECTID', 'visible': False}, {'fieldName': 'MAPNUM', 'isEditable': True, 'label': 'MAPNUM', 'visible': True}, {'fieldName': 'AcctNum', 'isEditable': True, 'label': 'AcctNum', 'visible': True}, {'fieldName': 'Acres', 'isEditable': True, 'label': 'Acres', 'visible': True}, {'fieldName': 'GlobalID', 'isEditable': True, 'label': 'GlobalID', 'visible': False}, {'fieldName': 'created_user', 'isEditable': True, 'label': 'created_user', 'visible': False}, {'fieldName': 'created_date', 'isEditable': True, 'label': 'created_date', 'visible': False}, {'fieldName': 'last_edited_user', 'isEditable': True, 'label': 'last_edited_user', 'visible': False}, {'fieldName': 'last_edited_date', 'isEditable': True, 'label': 'last_edited_date', 'visible': False}, {'fieldName': 'EG_ZoneCode', 'isEditable': True, 'label': 'EG_ZoneCode', 'visible': True}, {'fieldName': 'DrainOnlyAcct', 'isEditable': True, 'label': 'DrainOnlyAcct', 'visible': True}, {'fieldName': 'NOTES', 'isEditable': True, 'label': 'NOTES', 'visible': True}, {'fieldName': 'DOC_LINK', 'isEditable': True, 'label': 'DOC_LINK', 'visible': True}, {'fieldName': 'Shape__Area', 'isEditable': True, 'label': 'Shape__Area', 'visible': False}, {'fieldName': 'Shape__Length', 'isEditable': True, 'label': 'Shape__Length', 'visible': False}], 'title': 'Grants Pass Irrigation District: {AcctNum}'}",https://services2.arcgis.com/pc4beVTMEhYHqerq/arcgis/rest/services/regulatory_boundaries/FeatureServer/6,[]
boundaries_2,Urban Reserve,boundaries,a6c419a5-87b5-4c63-a941-fc35e389516e,,"{'popupElements': [{'type': 'fields', 'description': '', 'fieldInfos': [{'fieldName': 'DOC_LINK', 'isEditable': True, 'label': 'DOC_LINK', 'visible': True}, {'fieldName': 'NOTES', 'isEditable': True, 'label': 'Notes', 'visible': True}], 'title': ''}], 'fieldInfos': [{'fieldName': 'OBJECTID', 'isEditable': True, 'label': 'OBJECTID', 'visible': False}, {'fieldName': 'created_user', 'isEditable': True, 'label': 'CreatedBy', 'visible': False}, {'fieldName': 'created_date', 'format': {'dateFormat': 'longMonthDayYear', 'digitSeparator': False}, 'isEditable': True, 'label': 'CreatedOn', 'visible': False}, {'fieldName': 'last_edited_user', 'isEditable': True, 'label': 'EditedBy', 'visible': False}, {'fieldName': 'last_edited_date', 'format': {'dateFormat': 'longMonthDayYear', 'digitSeparator': False}, 'isEditable': True, 'label': 'EditedOn', 'visible': False}, {'fieldName': 'NOTES', 'isEditable': True, 'label': 'Notes', 'visible': True}, {'fieldName': 'Shape__Area', 'format': {'digitSeparator': True, 'places': 2}, 'isEditable': True, 'label': 'Shape__Area', 'visible': False}, {'fieldName': 'Shape__Length', 'format': {'digitSeparator': True, 'places': 2}, 'isEditable': True, 'label': 'Shape__Length', 'visible': False}, {'fieldName': 'GlobalID', 'isEditable': True, 'label': 'GlobalID', 'visible': False}, {'fieldName': 'DOC_LINK', 'isEditable': True, 'label': 'DOC_LINK', 'visible': True}], 'title': 'Urban Reserve'}",https://services2.arcgis.com/pc4beVTMEhYHqerq/arcgis/rest/services/urban_reserve/FeatureServer/0,[]
boundaries_3,Council Wards,boundaries,cab5c593-0143-4a9b-999a-0b1af4252925,,"{'popupElements': [{'type': 'fields', 'description': '', 'fieldInfos': [{'fieldName': 'NAME', 'isEditable': True, 'label': 'District Name', 'visible': True}], 'title': ''}], 'fieldInfos': [{'fieldName': 'OBJECTID', 'isEditable': True, 'label': 'OBJECTID', 'visible': False}, {'fieldName': 'created_date', 'format': {'dateFormat': 'longMonthDayYear', 'digitSeparator': False}, 'isEditable': True, 'label': 'created_date', 'visible': False}, {'fieldName': 'created_user', 'isEditable': True, 'label': 'created_user', 'visible': False}, {'fieldName': 'DOC_LINK', 'isEditable': True, 'label': 'DOC_LINK', 'visible': False}, {'fieldName': 'GlobalID', 'isEditable': True, 'label': 'GlobalID', 'visible': False}, {'fieldName': 'last_edited_date', 'format': {'dateFormat': 'longMonthDayYear', 'digitSeparator': False}, 'isEditable': True, 'label': 'last_edited_date', 'visible': False}, {'fieldName': 'last_edited_user', 'isEditable': True, 'label': 'last_edited_user', 'visible': False}, {'fieldName': 'NOTES', 'isEditable': True, 'label': 'NOTES', 'visible': False}, {'fieldName': 'Shape__Area', 'format': {'digitSeparator': True, 'places': 2}, 'isEditable': True, 'label': 'Shape__Area', 'visible': False}, {'fieldName': 'Shape__Length', 'format': {'digitSeparator': True, 'places': 2}, 'isEditable': True, 'label': 'Shape__Length', 'visible': False}, {'fieldName': 'DISTRICTID', 'isEditable': True, 'label': 'District ID', 'visible': False}, {'fieldName': 'NAME', 'isEditable': True, 'label': 'District Name', 'visible': True}, {'fieldName': 'EG_ZoneCode', 'isEditable': True, 'label': 'EG_ZoneCode', 'visible': False}], 'title': 'Council Wards: {NAME}'}",https://services2.arcgis.com/pc4beVTMEhYHqerq/arcgis/rest/services/regulatory_boundaries/FeatureServer/2,[]
boundaries_4,Urban Growth Boundary,boundaries,ae7bf7fc-92a6-464d-b80c-853fabc2c381,,"{'popupElements': [{'type': 'fields', 'description': '', 'fieldInfos': [{'fieldName': 'EG_ZoneCode', 'isEditable': True, 'label': 'EG_ZoneCode', 'visible': True}], 'title': ''}], 'fieldInfos': [{'fieldName': 'OBJECTID', 'isEditable': True, 'label': 'OBJECTID', 'visible': False}, {'fieldName': 'created_date', 'format': {'dateFormat': 'longMonthDayYear', 'digitSeparator': False}, 'isEditable': True, 'label': 'created_date', 'visible': False}, {'fieldName': 'created_user', 'isEditable': True, 'label': 'created_user', 'visible': False}, {'fieldName': 'DOC_LINK', 'isEditable': True, 'label': 'Doc_Link', 'visible': False}, {'fieldName': 'EG_ZoneCode', 'isEditable': True, 'label': 'EG_ZoneCode', 'visible': True}, {'fieldName': 'GlobalID', 'isEditable': True, 'label': 'GlobalID', 'visible': False}, {'fieldName': 'last_edited_date', 'format': {'dateFormat': 'longMonthDayYear', 'digitSeparator': False}, 'isEditable': True, 'label': 'last_edited_date', 'visible': False}, {'fieldName': 'last_edited_user', 'isEditable': True, 'label': 'last_edited_user', 'visible': False}, {'fieldName': 'NOTES', 'isEditable': True, 'label': 'NOTES', 'visible': False}, {'fieldName': 'Shape__Area', 'format': {'digitSeparator': True, 'places': 2}, 'isEditable': True, 'label': 'Shape__Area', 'visible': False}, {'fieldName': 'Shape__Length', 'format': {'digitSeparator': True, 'places': 2}, 'isEditable': True, 'label': 'Shape__Length', 'visible': False}], 'title': 'Urban Growth Boundary'}",https://services2.arcgis.com/pc4beVTMEhYHqerq/arcgis/rest/services/regulatory_boundaries/FeatureServer/1,['NAME']
boundaries_5,City Limits 2023,boundaries,dfd5b5f8-d2fe-4609-bf98-38e3bf2c9b90,"{'featureReduction': None, 'drawingInfo': {'renderer': {'type': 'simple', 'symbol': {'type': 'esriSLS', 'color': [255, 204, 0, 255], 'width': 2.002, 'style': 'esriSLSSolid'}}}}","{'popupElements': [{'type': 'fields', 'description': '', 'fieldInfos': [{'fieldName': 'NOTES', 'isEditable': True, 'label': 'NOTES', 'visible': True}], 'title': ''}], 'fieldInfos': [{'fieldName': 'OBJECTID', 'isEditable': True, 'label': 'OBJECTID', 'visible': False}, {'fieldName': 'created_date', 'format': {'dateFormat': 'longMonthDayYear', 'digitSeparator': False}, 'isEditable': True, 'label': 'created_date', 'visible': False}, {'fieldName': 'created_user', 'isEditable': True, 'label': 'created_user', 'visible': False}, {'fieldName': 'DOC_LINK', 'isEditable': True, 'label': 'DOC_LINK', 'visible': False}, {'fieldName': 'GlobalID', 'isEditable': True, 'label': 'GlobalID', 'visible': False}, {'fieldName': 'last_edited_date', 'format': {'dateFormat': 'longMonthDayYear', 'digitSeparator': False}, 'isEditable': True, 'label': 'last_edited_date', 'visible': False}, {'fieldName': 'last_edited_user', 'isEditable': True, 'label': 'last_edited_user', 'visible': False}, {'fieldName': 'NOTES', 'isEditable': True, 'label': 'NOTES', 'visible': True}, {'fieldName': 'Shape__Area', 'format': {'digitSeparator': True, 'places': 2}, 'isEditable': True, 'label': 'Shape__Area', 'visible': False}, {'fieldName': 'Shape__Length', 'format': {'digitSeparator': True, 'places': 2}, 'isEditable': True, 'label': 'Shape__Length', 'visible': False}, {'fieldName': 'Shape_Leng', 'isEditable': True, 'label': 'Shape_Leng', 'visible': False}], 'title': 'City Limits 2023'}",https://services2.arcgis.com/pc4beVTMEhYHqerq/arcgis/rest/services/regulatory_boundaries/FeatureServer/0,[]
plss_0,PLSS Intersected,plss,14aae36f-d668-4629-80dd-4603d20482bb,,"{'popupElements': [{'type': 'fields', 'description': '', 'fieldInfos': [{'fieldName': 'STEWARD', 'isEditable': True, 'label': 'Data Steward', 'visible': True}, {'fieldName': 'FRSTDIVID', 'isEditable': True, 'label': 'First Division Identifier', 'visible': True}, {'fieldName': 'FRSTDIVLAB', 'isEditable': True, 'label': 'First Division Label', 'visible': True}, {'fieldName': 'FRSTDIVNO', 'isEditable': True, 'label': 'First Division Number', 'visible': True}, {'fieldName': 'FRSTDIVTYP', 'isEditable': True, 'label': 'First Division Type Code', 'visible': True}, {'fieldName': 'FRSTDIVTXT', 'isEditable': True, 'label': 'First Division Type Text', 'visible': True}, {'fieldName': 'GISACRE', 'format': {'digitSeparator': True, 'places': 2}, 'isEditable': True, 'label': 'GIS Area Acres', 'visible': True}, {'fieldName': 'PRINMERCD', 'isEditable': True, 'label': 'Principal Meridian Code', 'visible': True}, {'fieldName': 'PRINMER', 'isEditable': True, 'label': 'Principal Meridian Text', 'visible': True}, {'fieldName': 'QQSEC', 'isEditable': True, 'label': 'Quarter Quarter Section', 'visible': True}, {'fieldName': 'QSEC', 'isEditable': True, 'label': 'Quarter Section', 'visible': True}, {'fieldName': 'RANGEDIR', 'isEditable': True, 'label': 'Range Direction', 'visible': True}, {'fieldName': 'RANGENO', 'isEditable': True, 'label': 'Range Number', 'visible': True}, {'fieldName': 'SECDIVID', 'isEditable': True, 'label': 'Second Division Identifier', 'visible': True}, {'fieldName': 'SECDIVTYP', 'isEditable': True, 'label': 'Second Division Type Code', 'visible': True}, {'fieldName': 'SECDIVTXT', 'isEditable': True, 'label': 'Second Division Type Text', 'visible': True}, {'fieldName': 'STATEABBR', 'isEditable': True, 'label': 'State Abbreviation', 'visible': True}, {'fieldName': 'TWNSHPDIR', 'isEditable': True, 'label': 'Township Direction', 'visible': True}, {'fieldName': 'TWNSHPLAB', 'isEditable': True, 'label': 'Township Label', 'visible': True}], 'title': ''}], 'fieldInfos': [{'fieldName': 'OBJECTID', 'isEditable': True, 'label': 'OBJECTID', 'visible': False}, {'fieldName': 'STEWARD', 'isEditable': True, 'label': 'Data Steward', 'visible': True}, {'fieldName': 'FRSTDIVDUP', 'isEditable': True, 'label': 'First Division Duplicate', 'visible': False}, {'fieldName': 'FRSTDIVID', 'isEditable': True, 'label': 'First Division Identifier', 'visible': True}, {'fieldName': 'FRSTDIVLAB', 'isEditable': True, 'label': 'First Division Label', 'visible': True}, {'fieldName': 'FRSTDIVNO', 'isEditable': True, 'label': 'First Division Number', 'visible': True}, {'fieldName': 'FRSTDIVTYP', 'isEditable': True, 'label': 'First Division Type Code', 'visible': True}, {'fieldName': 'FRSTDIVTXT', 'isEditable': True, 'label': 'First Division Type Text', 'visible': True}, {'fieldName': 'GISACRE', 'format': {'digitSeparator': True, 'places': 2}, 'isEditable': True, 'label': 'GIS Area Acres', 'visible': True}, {'fieldName': 'GOVLOT', 'isEditable': True, 'label': 'Government Lot Number', 'visible': False}, {'fieldName': 'PRINMERCD', 'isEditable': True, 'label': 'Principal Meridian Code', 'visible': True}, {'fieldName': 'PRINMER', 'isEditable': True, 'label': 'Principal Meridian Text', 'visible': True}, {'fieldName': 'QQSEC', 'isEditable': True, 'label': 'Quarter Quarter Section', 'visible': True}, {'fieldName': 'QSEC', 'isEditable': True, 'label': 'Quarter Section', 'visible': True}, {'fieldName': 'RANGEDIR', 'isEditable': True, 'label': 'Range Direction', 'visible': True}, {'fieldName': 'RANGEFRAC', 'isEditable': True, 'label': 'Range Fraction', 'visible': False}, {'fieldName': 'RANGENO', 'isEditable': True, 'label': 'Range Number', 'visible': True}, {'fieldName': 'RECRDAREANO', 'format': {'digitSeparator': True, 'places': 2}, 'isEditable': True, 'label': 'Record Area Number', 'visible': False}, {'fieldName': 'RECRDAREATX', 'isEditable': True, 'label': 'Record Area Text', 'visible': False}, {'fieldName': 'REVISEDDATE', 'format': {'dateFormat': 'longMonthDayYear', 'digitSeparator': False}, 'isEditable': True, 'label': 'Revised Date', 'visible': False}, {'fieldName': 'SECDIVID', 'isEditable': True, 'label': 'Second Division Identifier', 'visible': True}, {'fieldName': 'SECDIVLAB', 'isEditable': True, 'label': 'Second Division Label', 'visible': False}, {'fieldName': 'SECDIVNOTE', 'isEditable': True, 'label': 'Second Division Note', 'visible': False}, {'fieldName': 'SECDIVNO', 'isEditable': True, 'label': 'Second Division Number', 'visible': False}, {'fieldName': 'SECDIVSUF', 'isEditable': True, 'label': 'Second Division Suffix', 'visible': False}, {'fieldName': 'SECDIVTYP', 'isEditable': True, 'label': 'Second Division Type Code', 'visible': True}, {'fieldName': 'SECDIVTXT', 'isEditable': True, 'label': 'Second Division Type Text', 'visible': True}, {'fieldName': 'Shape.area', 'format': {'digitSeparator': True, 'places': 2}, 'isEditable': True, 'label': 'Shape.area', 'visible': False}, {'fieldName': 'Shape.len', 'format': {'digitSeparator': True, 'places': 2}, 'isEditable': True, 'label': 'SHAPE.len', 'visible': False}, {'fieldName': 'SOURCEDATE', 'format': {'dateFormat': 'longMonthDayYear', 'digitSeparator': False}, 'isEditable': True, 'label': 'Source Date', 'visible': False}, {'fieldName': 'SOURCEREF', 'isEditable': True, 'label': 'Source Doc Link or Reference', 'visible': False}, {'fieldName': 'SURVDIV', 'isEditable': True, 'label': 'Special Survey Division', 'visible': False}, {'fieldName': 'STATEABBR', 'isEditable': True, 'label': 'State Abbreviation', 'visible': True}, {'fieldName': 'SURVID', 'isEditable': True, 'label': 'Survey Identifier', 'visible': False}, {'fieldName': 'SURVLAB', 'isEditable': True, 'label': 'Survey Label', 'visible': False}, {'fieldName': 'SRVNAME', 'isEditable': True, 'label': 'Survey Name for PLSS Areas', 'visible': False}, {'fieldName': 'SURVNOTE', 'isEditable': True, 'label': 'Survey Note', 'visible': False}, {'fieldName': 'SURVNO', 'isEditable': True, 'label': 'Survey Number', 'visible': False}, {'fieldName': 'SURVSUF', 'isEditable': True, 'label': 'Survey Suffix', 'visible': False}, {'fieldName': 'SURVTYP', 'isEditable': True, 'label': 'Survey Type Code', 'visible': False}, {'fieldName': 'SURVTYPTXT', 'isEditable': True, 'label': 'Survey Type Text', 'visible': False}, {'fieldName': 'TWNSHPDIR', 'isEditable': True, 'label': 'Township Direction', 'visible': True}, {'fieldName': 'TWNSHPDPCD', 'isEditable': True, 'label': 'Township Duplicate', 'visible': False}, {'fieldName': 'TWNSHPFRAC', 'isEditable': True, 'label': 'Township Fraction', 'visible': False}, {'fieldName': 'PLSSID', 'isEditable': True, 'label': 'Township Identifier', 'visible': False}, {'fieldName': 'TWNSHPLAB', 'isEditable': True, 'label': 'Township Label', 'visible': True}, {'fieldName': 'TWNSHPNO', 'isEditable': True, 'label': 'Township Number', 'visible': False}], 'title': 'PLSS Intersected: {STATEABBR}'}",https://gis.blm.gov/arcgis/rest/services/Cadastral/BLM_Natl_PLSS_CadNSDI/MapServer/3,[]
